"Date","Price","Open","High","Low","Vol.","Change %"
"Jun 20, 2020","70.6512","70.6512","70.6512","70.6512","-","0.37%"
"Jun 19, 2020","70.3910","70.3910","70.3910","70.3910","-","-3.21%"
"Jun 18, 2020","72.7231","72.7231","72.7231","72.7231","-","-3.39%"
"Jun 17, 2020","75.2733","75.2733","75.2733","75.2733","-","-0.41%"
"Jun 16, 2020","75.5800","75.5800","75.5800","75.5800","-","-1.04%"
"Jun 15, 2020","76.3731","76.3731","76.3731","76.3731","-","1.51%"
"Jun 14, 2020","75.2374","75.2374","75.2374","75.2374","-","4.26%"
"Jun 13, 2020","72.1599","72.1599","72.1599","72.1599","-","-1.70%"
"Jun 12, 2020","73.4060","73.4060","73.4060","73.4060","-","-5.46%"
"Jun 11, 2020","77.6432","77.6432","77.6432","77.6432","-","1.15%"
"Jun 10, 2020","76.7570","76.7570","76.7570","76.7570","-","1.85%"
"Jun 09, 2020","75.3645","75.3645","75.3645","75.3645","-","-0.05%"
"Jun 08, 2020","75.4019","75.4019","75.4019","75.4019","-","-1.61%"
"Jun 07, 2020","76.6342","76.6342","76.6342","76.6342","-","1.90%"
"Jun 06, 2020","75.2066","75.2066","75.2066","75.2066","-","-0.46%"
"Jun 05, 2020","75.5576","75.5576","75.5576","75.5576","-","-3.72%"
"Jun 04, 2020","78.4783","78.4783","78.4783","78.4783","-","-2.29%"
"Jun 03, 2020","80.3167","80.3167","80.3167","80.3167","-","-6.06%"
"Jun 02, 2020","85.5006","85.5006","85.5006","85.5006","-","5.10%"
"Jun 01, 2020","81.3487","81.3487","81.3487","81.3487","-","-2.69%"
"May 31, 2020","83.5965","83.5965","83.5965","83.5965","-","8.41%"
"May 30, 2020","77.1143","77.1143","77.1143","77.1143","-","5.49%"
"May 29, 2020","73.0980","73.0980","73.0980","73.0980","-","-6.48%"
"May 28, 2020","78.1639","78.1639","78.1639","78.1639","-","-7.54%"
"May 27, 2020","84.5418","84.5418","84.5418","84.5418","-","-4.86%"
"May 26, 2020","88.8580","88.8580","88.8580","88.8580","-","-1.97%"
"May 25, 2020","90.6416","90.6416","90.6416","90.6416","-","0.19%"
"May 24, 2020","90.4693","90.4693","90.4693","90.4693","-","-0.05%"
"May 23, 2020","90.5105","90.5105","90.5105","90.5105","-","-6.25%"
"May 22, 2020","96.5487","96.5487","96.5487","96.5487","-","-4.58%"
"May 21, 2020","101.1834","101.1834","101.1834","101.1834","-","-2.22%"
"May 20, 2020","103.4774","103.4774","103.4774","103.4774","-","-1.59%"
"May 19, 2020","105.1457","105.1457","105.1457","105.1457","-","-4.37%"
"May 18, 2020","109.9487","109.9487","109.9487","109.9487","-","-1.10%"
"May 17, 2020","111.1772","111.1772","111.1772","111.1772","-","5.15%"
"May 16, 2020","105.7340","105.7340","105.7340","105.7340","-","-2.02%"
"May 15, 2020","107.9152","107.9152","107.9152","107.9152","-","1.80%"
"May 14, 2020","106.0123","106.0123","106.0123","106.0123","-","2.91%"
"May 13, 2020","103.0138","103.0138","103.0138","103.0138","-","2.21%"
"May 12, 2020","100.7904","100.7904","100.7904","100.7904","-","-13.16%"
"May 11, 2020","116.0684","116.0684","116.0684","116.0684","-","-0.20%"
"May 10, 2020","116.2984","116.2984","116.2984","116.2984","-","15.57%"
"May 09, 2020","100.6276","100.6276","100.6276","100.6276","-","0.58%"
"May 08, 2020","100.0465","100.0465","100.0465","100.0465","-","1.74%"
"May 07, 2020","98.3320","98.3320","98.3320","98.3320","-","2.31%"
"May 06, 2020","96.1099","96.1099","96.1099","96.1099","-","2.32%"
"May 05, 2020","93.9335","93.9335","93.9335","93.9335","-","-2.53%"
"May 04, 2020","96.3738","96.3738","96.3738","96.3738","-","5.67%"
"May 03, 2020","91.2028","91.2028","91.2028","91.2028","-","0.99%"
"May 02, 2020","90.3104","90.3104","90.3104","90.3104","-","-2.64%"
"May 01, 2020","92.7615","92.7615","92.7615","92.7615","-","-2.07%"
"Apr 30, 2020","94.7270","94.7270","94.7270","94.7270","-","3.09%"
"Apr 29, 2020","91.8903","91.8903","91.8903","91.8903","-","8.60%"
"Apr 28, 2020","84.6140","84.6140","84.6140","84.6140","-","1.32%"
"Apr 27, 2020","83.5090","83.5090","83.5090","83.5090","-","2.38%"
"Apr 26, 2020","81.5649","81.5649","81.5649","81.5649","-","-0.45%"
"Apr 25, 2020","81.9356","81.9356","81.9356","81.9356","-","-4.17%"
"Apr 24, 2020","85.5005","85.5005","85.5005","85.5005","-","-5.59%"
"Apr 23, 2020","90.5642","90.5642","90.5642","90.5642","-","-0.74%"
"Apr 22, 2020","91.2366","91.2366","91.2366","91.2366","-","1.45%"
"Apr 21, 2020","89.9342","89.9342","89.9342","89.9342","-","0.58%"
"Apr 20, 2020","89.4189","89.4189","89.4189","89.4189","-","0.74%"
"Apr 19, 2020","88.7599","88.7599","88.7599","88.7599","-","-0.39%"
"Apr 18, 2020","89.1038","89.1038","89.1038","89.1038","-","-1.54%"
"Apr 17, 2020","90.4962","90.4962","90.4962","90.4962","-","-2.06%"
"Apr 16, 2020","92.3967","92.3967","92.3967","92.3967","-","-3.19%"
"Apr 15, 2020","95.4446","95.4446","95.4446","95.4446","-","-3.66%"
"Apr 14, 2020","99.0747","99.0747","99.0747","99.0747","-","-2.81%"
"Apr 13, 2020","101.9388","101.9388","101.9388","101.9388","-","0.50%"
"Apr 12, 2020","101.4276","101.4276","101.4276","101.4276","-","0.23%"
"Apr 11, 2020","101.1926","101.1926","101.1926","101.1926","-","-1.65%"
"Apr 10, 2020","102.8953","102.8953","102.8953","102.8953","-","-0.43%"
"Apr 09, 2020","103.3419","103.3419","103.3419","103.3419","-","-1.45%"
"Apr 08, 2020","104.8591","104.8591","104.8591","104.8591","-","0.27%"
"Apr 07, 2020","104.5734","104.5734","104.5734","104.5734","-","0.68%"
"Apr 06, 2020","103.8716","103.8716","103.8716","103.8716","-","0.45%"
"Apr 05, 2020","103.4074","103.4074","103.4074","103.4074","-","-0.64%"
"Apr 04, 2020","104.0695","104.0695","104.0695","104.0695","-","-2.26%"
"Apr 03, 2020","106.4780","106.4780","106.4780","106.4780","-","-2.24%"
"Apr 02, 2020","108.9141","108.9141","108.9141","108.9141","-","2.42%"
"Apr 01, 2020","106.3421","106.3421","106.3421","106.3421","-","-1.80%"
"Mar 31, 2020","108.2879","108.2879","108.2879","108.2879","-","-4.99%"
"Mar 30, 2020","113.9793","113.9793","113.9793","113.9793","-","-3.54%"
"Mar 29, 2020","118.1595","118.1595","118.1595","118.1595","-","1.58%"
"Mar 28, 2020","116.3201","116.3201","116.3201","116.3201","-","2.35%"
"Mar 27, 2020","113.6492","113.6492","113.6492","113.6492","-","-12.87%"
"Mar 26, 2020","130.4409","130.4409","130.4409","130.4409","-","-0.83%"
"Mar 25, 2020","131.5317","131.5317","131.5317","131.5317","-","-2.33%"
"Mar 24, 2020","134.6675","134.6675","134.6675","134.6675","-","-3.54%"
"Mar 23, 2020","139.6165","139.6165","139.6165","139.6165","-","1.21%"
"Mar 22, 2020","137.9445","137.9445","137.9445","137.9445","-","1.94%"
"Mar 21, 2020","135.3228","135.3228","135.3228","135.3228","-","-2.90%"
"Mar 20, 2020","139.3578","139.3578","139.3578","139.3578","-","4.52%"
"Mar 19, 2020","133.3305","133.3305","133.3305","133.3305","-","-7.58%"
"Mar 18, 2020","144.2638","144.2638","144.2638","144.2638","-","-5.53%"
"Mar 17, 2020","152.7153","152.7153","152.7153","152.7153","-","-10.46%"
"Mar 16, 2020","170.5505","170.5505","170.5505","170.5505","-","31.47%"
"Mar 15, 2020","129.7251","129.7251","129.7251","129.7251","-","12.38%"
"Mar 14, 2020","115.4331","115.4331","115.4331","115.4331","-","-6.75%"
"Mar 13, 2020","123.7927","123.7927","123.7927","123.7927","-","44.03%"
"Mar 12, 2020","85.9493","85.9493","85.9493","85.9493","-","24.92%"
"Mar 11, 2020","68.8049","68.8049","68.8049","68.8049","-","-1.31%"
"Mar 10, 2020","69.7150","69.7150","69.7150","69.7150","-","-3.80%"
"Mar 09, 2020","72.4703","72.4703","72.4703","72.4703","-","13.33%"
"Mar 08, 2020","63.9462","63.9462","63.9462","63.9462","-","2.04%"
"Mar 07, 2020","62.6699","62.6699","62.6699","62.6699","-","0.72%"
"Mar 06, 2020","62.2221","62.2221","62.2221","62.2221","-","-1.98%"
"Mar 05, 2020","63.4801","63.4801","63.4801","63.4801","-","-1.86%"
"Mar 04, 2020","64.6800","64.6800","64.6800","64.6800","-","-2.43%"
"Mar 03, 2020","66.2894","66.2894","66.2894","66.2894","-","-1.84%"
"Mar 02, 2020","67.5341","67.5341","67.5341","67.5341","-","-0.24%"
"Mar 01, 2020","67.6975","67.6975","67.6975","67.6975","-","2.10%"
"Feb 29, 2020","66.3079","66.3079","66.3079","66.3079","-","-2.96%"
"Feb 28, 2020","68.3333","68.3333","68.3333","68.3333","-","-0.56%"
"Feb 27, 2020","68.7165","68.7165","68.7165","68.7165","-","1.14%"
"Feb 26, 2020","67.9442","67.9442","67.9442","67.9442","-","3.23%"
"Feb 25, 2020","65.8158","65.8158","65.8158","65.8158","-","0.12%"
"Feb 24, 2020","65.7376","65.7376","65.7376","65.7376","-","-0.16%"
"Feb 23, 2020","65.8436","65.8436","65.8436","65.8436","-","-0.45%"
"Feb 22, 2020","66.1439","66.1439","66.1439","66.1439","-","-3.93%"
"Feb 21, 2020","68.8517","68.8517","68.8517","68.8517","-","-2.88%"
"Feb 20, 2020","70.8954","70.8954","70.8954","70.8954","-","1.27%"
"Feb 19, 2020","70.0077","70.0077","70.0077","70.0077","-","-0.01%"
"Feb 18, 2020","70.0147","70.0147","70.0147","70.0147","-","-0.26%"
"Feb 17, 2020","70.2002","70.2002","70.2002","70.2002","-","0.42%"
"Feb 16, 2020","69.9099","69.9099","69.9099","69.9099","-","0.73%"
"Feb 15, 2020","69.4022","69.4022","69.4022","69.4022","-","1.64%"
"Feb 14, 2020","68.2856","68.2856","68.2856","68.2856","-","-0.31%"
"Feb 13, 2020","68.4964","68.4964","68.4964","68.4964","-","1.48%"
"Feb 12, 2020","67.4959","67.4959","67.4959","67.4959","-","3.20%"
"Feb 11, 2020","65.4049","65.4049","65.4049","65.4049","-","-1.53%"
"Feb 10, 2020","66.4205","66.4205","66.4205","66.4205","-","-0.59%"
"Feb 09, 2020","66.8120","66.8120","66.8120","66.8120","-","0.78%"
"Feb 08, 2020","66.2971","66.2971","66.2971","66.2971","-","-0.92%"
"Feb 07, 2020","66.9142","66.9142","66.9142","66.9142","-","0.96%"
"Feb 06, 2020","66.2781","66.2781","66.2781","66.2781","-","1.42%"
"Feb 05, 2020","65.3523","65.3523","65.3523","65.3523","-","2.67%"
"Feb 04, 2020","63.6511","63.6511","63.6511","63.6511","-","0.81%"
"Feb 03, 2020","63.1380","63.1380","63.1380","63.1380","-","1.22%"
"Feb 02, 2020","62.3783","62.3783","62.3783","62.3783","-","1.08%"
"Feb 01, 2020","61.7137","61.7137","61.7137","61.7137","-","-3.35%"
"Jan 31, 2020","63.8517","63.8517","63.8517","63.8517","-","-1.82%"
"Jan 30, 2020","65.0326","65.0326","65.0326","65.0326","-","1.71%"
"Jan 29, 2020","63.9409","63.9409","63.9409","63.9409","-","0.09%"
"Jan 28, 2020","63.8849","63.8849","63.8849","63.8849","-","2.11%"
"Jan 27, 2020","62.5621","62.5621","62.5621","62.5621","-","1.77%"
"Jan 26, 2020","61.4760","61.4760","61.4760","61.4760","-","1.65%"
"Jan 25, 2020","60.4779","60.4779","60.4779","60.4779","-","-1.24%"
"Jan 24, 2020","61.2361","61.2361","61.2361","61.2361","-","0.74%"
"Jan 23, 2020","60.7872","60.7872","60.7872","60.7872","-","-3.66%"
"Jan 22, 2020","63.0977","63.0977","63.0977","63.0977","-","0.42%"
"Jan 21, 2020","62.8346","62.8346","62.8346","62.8346","-","-2.79%"
"Jan 20, 2020","64.6390","64.6390","64.6390","64.6390","-","-4.44%"
"Jan 19, 2020","67.6446","67.6446","67.6446","67.6446","-","0.62%"
"Jan 18, 2020","67.2260","67.2260","67.2260","67.2260","-","0.60%"
"Jan 17, 2020","66.8271","66.8271","66.8271","66.8271","-","-1.35%"
"Jan 16, 2020","67.7446","67.7446","67.7446","67.7446","-","-0.66%"
"Jan 15, 2020","68.1948","68.1948","68.1948","68.1948","-","2.00%"
"Jan 14, 2020","66.8584","66.8584","66.8584","66.8584","-","3.95%"
"Jan 13, 2020","64.3193","64.3193","64.3193","64.3193","-","-1.06%"
"Jan 12, 2020","65.0093","65.0093","65.0093","65.0093","-","0.94%"
"Jan 11, 2020","64.4013","64.4013","64.4013","64.4013","-","-0.14%"
"Jan 10, 2020","64.4906","64.4906","64.4906","64.4906","-","-3.72%"
"Jan 09, 2020","66.9832","66.9832","66.9832","66.9832","-","-4.44%"
"Jan 08, 2020","70.0987","70.0987","70.0987","70.0987","-","4.26%"
"Jan 07, 2020","67.2334","67.2334","67.2334","67.2334","-","7.14%"
"Jan 06, 2020","62.7503","62.7503","62.7503","62.7503","-","1.12%"
"Jan 05, 2020","62.0560","62.0560","62.0560","62.0560","-","0.01%"
"Jan 04, 2020","62.0487","62.0487","62.0487","62.0487","-","-0.73%"
"Jan 03, 2020","62.5040","62.5040","62.5040","62.5040","-","-0.55%"
"Jan 02, 2020","62.8506","62.8506","62.8506","62.8506","-","0.69%"
"Jan 01, 2020","62.4188","62.4188","62.4188","62.4188","-","0.95%"
"Dec 31, 2019","61.8298","61.8298","61.8298","61.8298","-","2.09%"
"Dec 30, 2019","60.5669","60.5669","60.5669","60.5669","-","2.11%"
"Dec 29, 2019","59.3182","59.3182","59.3182","59.3182","-","-1.26%"
"Dec 28, 2019","60.0724","60.0724","60.0724","60.0724","-","-0.76%"
"Dec 27, 2019","60.5325","60.5325","60.5325","60.5325","-","-4.70%"
"Dec 26, 2019","63.5174","63.5174","63.5174","63.5174","-","2.96%"
"Dec 25, 2019","61.6905","61.6905","61.6905","61.6905","-","0.60%"
"Dec 24, 2019","61.3226","61.3226","61.3226","61.3226","-","-0.78%"
"Dec 23, 2019","61.8072","61.8072","61.8072","61.8072","-","-0.66%"
"Dec 22, 2019","62.2207","62.2207","62.2207","62.2207","-","-3.31%"
"Dec 21, 2019","64.3536","64.3536","64.3536","64.3536","-","-1.60%"
"Dec 20, 2019","65.3991","65.3991","65.3991","65.3991","-","-2.97%"
"Dec 19, 2019","67.4028","67.4028","67.4028","67.4028","-","-0.64%"
"Dec 18, 2019","67.8360","67.8360","67.8360","67.8360","-","-0.10%"
"Dec 17, 2019","67.9008","67.9008","67.9008","67.9008","-","4.90%"
"Dec 16, 2019","64.7275","64.7275","64.7275","64.7275","-","1.44%"
"Dec 15, 2019","63.8114","63.8114","63.8114","63.8114","-","0.38%"
"Dec 14, 2019","63.5696","63.5696","63.5696","63.5696","-","-0.72%"
"Dec 13, 2019","64.0304","64.0304","64.0304","64.0304","-","-3.23%"
"Dec 12, 2019","66.1663","66.1663","66.1663","66.1663","-","0.59%"
"Dec 11, 2019","65.7790","65.7790","65.7790","65.7790","-","-0.20%"
"Dec 10, 2019","65.9139","65.9139","65.9139","65.9139","-","-0.19%"
"Dec 09, 2019","66.0376","66.0376","66.0376","66.0376","-","0.29%"
"Dec 08, 2019","65.8467","65.8467","65.8467","65.8467","-","1.33%"
"Dec 07, 2019","64.9816","64.9816","64.9816","64.9816","-","-0.46%"
"Dec 06, 2019","65.2789","65.2789","65.2789","65.2789","-","-5.25%"
"Dec 05, 2019","68.8933","68.8933","68.8933","68.8933","-","-0.86%"
"Dec 04, 2019","69.4921","69.4921","69.4921","69.4921","-","0.52%"
"Dec 03, 2019","69.1338","69.1338","69.1338","69.1338","-","-0.43%"
"Dec 02, 2019","69.4354","69.4354","69.4354","69.4354","-","-1.54%"
"Dec 01, 2019","70.5229","70.5229","70.5229","70.5229","-","1.92%"
"Nov 30, 2019","69.1923","69.1923","69.1923","69.1923","-","-1.35%"
"Nov 29, 2019","70.1412","70.1412","70.1412","70.1412","-","-8.28%"
"Nov 28, 2019","76.4707","76.4707","76.4707","76.4707","-","-5.32%"
"Nov 27, 2019","80.7676","80.7676","80.7676","80.7676","-","1.19%"
"Nov 26, 2019","79.8204","79.8204","79.8204","79.8204","-","-1.09%"
"Nov 25, 2019","80.6981","80.6981","80.6981","80.6981","-","7.86%"
"Nov 24, 2019","74.8180","74.8180","74.8180","74.8180","-","-0.54%"
"Nov 23, 2019","75.2213","75.2213","75.2213","75.2213","-","-11.11%"
"Nov 22, 2019","84.6262","84.6262","84.6262","84.6262","-","16.59%"
"Nov 21, 2019","72.5841","72.5841","72.5841","72.5841","-","5.40%"
"Nov 20, 2019","68.8666","68.8666","68.8666","68.8666","-","3.24%"
"Nov 19, 2019","66.7071","66.7071","66.7071","66.7071","-","0.90%"
"Nov 18, 2019","66.1144","66.1144","66.1144","66.1144","-","2.06%"
"Nov 17, 2019","64.7783","64.7783","64.7783","64.7783","-","1.06%"
"Nov 16, 2019","64.0994","64.0994","64.0994","64.0994","-","-0.69%"
"Nov 15, 2019","64.5471","64.5471","64.5471","64.5471","-","-0.77%"
"Nov 14, 2019","65.0483","65.0483","65.0483","65.0483","-","-0.73%"
"Nov 13, 2019","65.5300","65.5300","65.5300","65.5300","-","0.06%"
"Nov 12, 2019","65.4888","65.4888","65.4888","65.4888","-","0.35%"
"Nov 11, 2019","65.2575","65.2575","65.2575","65.2575","-","-0.23%"
"Nov 10, 2019","65.4105","65.4105","65.4105","65.4105","-","-0.52%"
"Nov 09, 2019","65.7505","65.7505","65.7505","65.7505","-","-0.26%"
"Nov 08, 2019","65.9186","65.9186","65.9186","65.9186","-","-2.80%"
"Nov 07, 2019","67.8152","67.8152","67.8152","67.8152","-","-4.17%"
"Nov 06, 2019","70.7690","70.7690","70.7690","70.7690","-","-0.42%"
"Nov 05, 2019","71.0689","71.0689","71.0689","71.0689","-","-0.77%"
"Nov 04, 2019","71.6185","71.6185","71.6185","71.6185","-","-1.59%"
"Nov 03, 2019","72.7732","72.7732","72.7732","72.7732","-","-0.47%"
"Nov 02, 2019","73.1154","73.1154","73.1154","73.1154","-","-1.66%"
"Nov 01, 2019","74.3504","74.3504","74.3504","74.3504","-","-2.95%"
"Oct 31, 2019","76.6142","76.6142","76.6142","76.6142","-","-0.56%"
"Oct 30, 2019","77.0430","77.0430","77.0430","77.0430","-","-4.21%"
"Oct 29, 2019","80.4259","80.4259","80.4259","80.4259","-","-8.51%"
"Oct 28, 2019","87.9041","87.9041","87.9041","87.9041","-","-5.02%"
"Oct 27, 2019","92.5493","92.5493","92.5493","92.5493","-","-1.14%"
"Oct 26, 2019","93.6198","93.6198","93.6198","93.6198","-","28.06%"
"Oct 25, 2019","73.1084","73.1084","73.1084","73.1084","-","3.82%"
"Oct 24, 2019","70.4171","70.4171","70.4171","70.4171","-","-4.60%"
"Oct 23, 2019","73.8123","73.8123","73.8123","73.8123","-","4.70%"
"Oct 22, 2019","70.5009","70.5009","70.5009","70.5009","-","-0.87%"
"Oct 21, 2019","71.1187","71.1187","71.1187","71.1187","-","0.41%"
"Oct 20, 2019","70.8307","70.8307","70.8307","70.8307","-","0.60%"
"Oct 19, 2019","70.4057","70.4057","70.4057","70.4057","-","-0.92%"
"Oct 18, 2019","71.0610","71.0610","71.0610","71.0610","-","-4.09%"
"Oct 17, 2019","74.0923","74.0923","74.0923","74.0923","-","-1.32%"
"Oct 16, 2019","75.0862","75.0862","75.0862","75.0862","-","-1.85%"
"Oct 15, 2019","76.5031","76.5031","76.5031","76.5031","-","-0.84%"
"Oct 14, 2019","77.1524","77.1524","77.1524","77.1524","-","-3.09%"
"Oct 13, 2019","79.6117","79.6117","79.6117","79.6117","-","0.94%"
"Oct 12, 2019","78.8665","78.8665","78.8665","78.8665","-","-0.96%"
"Oct 11, 2019","79.6272","79.6272","79.6272","79.6272","-","-0.68%"
"Oct 10, 2019","80.1758","80.1758","80.1758","80.1758","-","-1.06%"
"Oct 09, 2019","81.0335","81.0335","81.0335","81.0335","-","0.92%"
"Oct 08, 2019","80.2965","80.2965","80.2965","80.2965","-","-2.72%"
"Oct 07, 2019","82.5429","82.5429","82.5429","82.5429","-","-0.50%"
"Oct 06, 2019","82.9542","82.9542","82.9542","82.9542","-","1.37%"
"Oct 05, 2019","81.8326","81.8326","81.8326","81.8326","-","-0.63%"
"Oct 04, 2019","82.3538","82.3538","82.3538","82.3538","-","-4.25%"
"Oct 03, 2019","86.0110","86.0110","86.0110","86.0110","-","-2.91%"
"Oct 02, 2019","88.5897","88.5897","88.5897","88.5897","-","-1.99%"
"Oct 01, 2019","90.3907","90.3907","90.3907","90.3907","-","-2.32%"
"Sep 30, 2019","92.5385","92.5385","92.5385","92.5385","-","0.51%"
"Sep 29, 2019","92.0644","92.0644","92.0644","92.0644","-","0.55%"
"Sep 28, 2019","91.5607","91.5607","91.5607","91.5607","-","-3.50%"
"Sep 27, 2019","94.8804","94.8804","94.8804","94.8804","-","1.28%"
"Sep 26, 2019","93.6845","93.6845","93.6845","93.6845","-","10.38%"
"Sep 25, 2019","84.8722","84.8722","84.8722","84.8722","-","-3.16%"
"Sep 24, 2019","87.6421","87.6421","87.6421","87.6421","-","20.44%"
"Sep 23, 2019","72.7654","72.7654","72.7654","72.7654","-","4.14%"
"Sep 22, 2019","69.8740","69.8740","69.8740","69.8740","-","2.80%"
"Sep 21, 2019","67.9738","67.9738","67.9738","67.9738","-","-2.31%"
"Sep 20, 2019","69.5837","69.5837","69.5837","69.5837","-","-4.68%"
"Sep 19, 2019","72.9972","72.9972","72.9972","72.9972","-","3.19%"
"Sep 18, 2019","70.7392","70.7392","70.7392","70.7392","-","-2.44%"
"Sep 17, 2019","72.5113","72.5113","72.5113","72.5113","-","-1.16%"
"Sep 16, 2019","73.3657","73.3657","73.3657","73.3657","-","3.13%"
"Sep 15, 2019","71.1420","71.1420","71.1420","71.1420","-","1.16%"
"Sep 14, 2019","70.3266","70.3266","70.3266","70.3266","-","-2.38%"
"Sep 13, 2019","72.0420","72.0420","72.0420","72.0420","-","-3.03%"
"Sep 12, 2019","74.2934","74.2934","74.2934","74.2934","-","0.54%"
"Sep 11, 2019","73.8967","73.8967","73.8967","73.8967","-","-0.00%"
"Sep 10, 2019","73.9001","73.9001","73.9001","73.9001","-","-1.05%"
"Sep 09, 2019","74.6841","74.6841","74.6841","74.6841","-","0.16%"
"Sep 08, 2019","74.5625","74.5625","74.5625","74.5625","-","-2.40%"
"Sep 07, 2019","76.3996","76.3996","76.3996","76.3996","-","-3.51%"
"Sep 06, 2019","79.1753","79.1753","79.1753","79.1753","-","-0.32%"
"Sep 05, 2019","79.4296","79.4296","79.4296","79.4296","-","-1.67%"
"Sep 04, 2019","80.7783","80.7783","80.7783","80.7783","-","-1.61%"
"Sep 03, 2019","82.1009","82.1009","82.1009","82.1009","-","-0.82%"
"Sep 02, 2019","82.7827","82.7827","82.7827","82.7827","-","-0.59%"
"Sep 01, 2019","83.2771","83.2771","83.2771","83.2771","-","-0.96%"
"Aug 31, 2019","84.0805","84.0805","84.0805","84.0805","-","0.18%"
"Aug 30, 2019","83.9322","83.9322","83.9322","83.9322","-","-1.85%"
"Aug 29, 2019","85.5127","85.5127","85.5127","85.5127","-","-1.69%"
"Aug 28, 2019","86.9839","86.9839","86.9839","86.9839","-","-0.21%"
"Aug 27, 2019","87.1656","87.1656","87.1656","87.1656","-","-1.35%"
"Aug 26, 2019","88.3557","88.3557","88.3557","88.3557","-","0.52%"
"Aug 25, 2019","87.9005","87.9005","87.9005","87.9005","-","-1.28%"
"Aug 24, 2019","89.0413","89.0413","89.0413","89.0413","-","1.40%"
"Aug 23, 2019","87.8094","87.8094","87.8094","87.8094","-","-2.61%"
"Aug 22, 2019","90.1653","90.1653","90.1653","90.1653","-","-1.69%"
"Aug 21, 2019","91.7119","91.7119","91.7119","91.7119","-","0.17%"
"Aug 20, 2019","91.5519","91.5519","91.5519","91.5519","-","-2.82%"
"Aug 19, 2019","94.2109","94.2109","94.2109","94.2109","-","-2.03%"
"Aug 18, 2019","96.1638","96.1638","96.1638","96.1638","-","-0.59%"
"Aug 17, 2019","96.7329","96.7329","96.7329","96.7329","-","3.83%"
"Aug 16, 2019","93.1679","93.1679","93.1679","93.1679","-","-1.63%"
"Aug 15, 2019","94.7093","94.7093","94.7093","94.7093","-","5.36%"
"Aug 14, 2019","89.8950","89.8950","89.8950","89.8950","-","-0.87%"
"Aug 13, 2019","90.6826","90.6826","90.6826","90.6826","-","-3.44%"
"Aug 12, 2019","93.9086","93.9086","93.9086","93.9086","-","-1.05%"
"Aug 11, 2019","94.9047","94.9047","94.9047","94.9047","-","-1.17%"
"Aug 10, 2019","96.0268","96.0268","96.0268","96.0268","-","-0.44%"
"Aug 09, 2019","96.4549","96.4549","96.4549","96.4549","-","-1.15%"
"Aug 08, 2019","97.5743","97.5743","97.5743","97.5743","-","-3.14%"
"Aug 07, 2019","100.7400","100.7400","100.7400","100.7400","-","-2.86%"
"Aug 06, 2019","103.7039","103.7039","103.7039","103.7039","-","2.51%"
"Aug 05, 2019","101.1686","101.1686","101.1686","101.1686","-","5.52%"
"Aug 04, 2019","95.8755","95.8755","95.8755","95.8755","-","0.38%"
"Aug 03, 2019","95.5134","95.5134","95.5134","95.5134","-","-2.56%"
"Aug 02, 2019","98.0227","98.0227","98.0227","98.0227","-","0.08%"
"Aug 01, 2019","97.9427","97.9427","97.9427","97.9427","-","-0.07%"
"Jul 31, 2019","98.0066","98.0066","98.0066","98.0066","-","1.41%"
"Jul 30, 2019","96.6421","96.6421","96.6421","96.6421","-","-0.21%"
"Jul 29, 2019","96.8446","96.8446","96.8446","96.8446","-","0.07%"
"Jul 28, 2019","96.7754","96.7754","96.7754","96.7754","-","-0.52%"
"Jul 27, 2019","97.2806","97.2806","97.2806","97.2806","-","-1.59%"
"Jul 26, 2019","98.8531","98.8531","98.8531","98.8531","-","-6.22%"
"Jul 25, 2019","105.4042","105.4042","105.4042","105.4042","-","0.70%"
"Jul 24, 2019","104.6724","104.6724","104.6724","104.6724","-","-2.08%"
"Jul 23, 2019","106.8917","106.8917","106.8917","106.8917","-","1.51%"
"Jul 22, 2019","105.3055","105.3055","105.3055","105.3055","-","-2.58%"
"Jul 21, 2019","108.0955","108.0955","108.0955","108.0955","-","-1.83%"
"Jul 20, 2019","110.1151","110.1151","110.1151","110.1151","-","-3.06%"
"Jul 19, 2019","113.5937","113.5937","113.5937","113.5937","-","0.64%"
"Jul 18, 2019","112.8751","112.8751","112.8751","112.8751","-","0.03%"
"Jul 17, 2019","112.8382","112.8382","112.8382","112.8382","-","-0.81%"
"Jul 16, 2019","113.7639","113.7639","113.7639","113.7639","-","4.77%"
"Jul 15, 2019","108.5851","108.5851","108.5851","108.5851","-","2.05%"
"Jul 14, 2019","106.4034","106.4034","106.4034","106.4034","-","4.34%"
"Jul 13, 2019","101.9794","101.9794","101.9794","101.9794","-","-0.24%"
"Jul 12, 2019","102.2238","102.2238","102.2238","102.2238","-","-2.68%"
"Jul 11, 2019","105.0382","105.0382","105.0382","105.0382","-","-0.92%"
"Jul 10, 2019","106.0185","106.0185","106.0185","106.0185","-","2.80%"
"Jul 09, 2019","103.1278","103.1278","103.1278","103.1278","-","4.69%"
"Jul 08, 2019","98.5035","98.5035","98.5035","98.5035","-","4.42%"
"Jul 07, 2019","94.3381","94.3381","94.3381","94.3381","-","-4.33%"
"Jul 06, 2019","98.6103","98.6103","98.6103","98.6103","-","-1.86%"
"Jul 05, 2019","100.4793","100.4793","100.4793","100.4793","-","-3.25%"
"Jul 04, 2019","103.8563","103.8563","103.8563","103.8563","-","0.83%"
"Jul 03, 2019","102.9972","102.9972","102.9972","102.9972","-","-0.17%"
